cat_name; act_name; act_id
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
;;-1
;;-1
;;-1
;;-1
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
;;-1
;;-1
;;-1
;;-1
;;-1
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
lawn and garden;gardening, general, moderate effort;326
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
;;-1
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
miscellaneous;standing, miscellaneous;53
miscellaneous;standing, talking in person;982
sports;lawn bowling, bocce ball, outdoor;12
sports;lawn bowling, bocce ball, outdoor;12
sports;lawn bowling, bocce ball, outdoor;12
sports;lawn bowling, bocce ball, outdoor;12
sports;lawn bowling, bocce ball, outdoor;12
religious activities;serving food in church;13
religious activities;serving food in church;13
religious activities;serving food in church;13
;;-1
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, cross-country;14
winter activities;skiing, cross-country;14
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
;;-1
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, downhill;960
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, climbing up;978
winter activities;skiing, downhill;960
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
sports;horse cart, driving, standing or sitting;262
sports;horse cart, driving, standing or sitting;262
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
;;-1
;;-1
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
occupation;horse grooming, feeding, cleaning, harnessing and unharnessing;15
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
bicycling;bicycling, general;841
bicycling;bicycling, general;841
bicycling;bicycling, general;841
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
sports;hacky sack;17
sports;hacky sack;17
sports;hacky sack;17
;;-1
;;-1
;;-1
sports;hacky sack;17
sports;hacky sack;17
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
lawn and garden;shoveling snow, by hand;173
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
home activities;ironing;23
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
;;-1
dancing;ballroom;24
dancing;ballroom;24
dancing;ballroom;24
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
conditioning exercise;therapeutic exercise ball, Fitball exercise;25
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
miscellaneous;standing, arts and crafts, sand painting, carving, weaving;893
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;volleyball, indoor;30
sports;rock climbing;32
sports;rock climbing;32
sports;rock climbing;32
sports;gymnastics, general;328
sports;gymnastics, general;328
;;-1
;;-1
;;-1
;;-1
sports;basketball, game (Taylor Code 490);782
;;-1
sports;basketball;917
sports;basketball;917
sports;basketball;917
sports;basketball;917
fishing and hunting;fishing, general;857
fishing and hunting;fishing, general;857
;;-1
;;-1
;;-1
;;-1
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
fishing and hunting;hunting, bow and arrow, or crossbow;36
;;-1
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
miscellaneous;standing, talking in person;982
lawn and garden;laying crushed rock;37
lawn and garden;laying crushed rock;37
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
;;-1
;;-1
water activities;kayaking, moderate effort;38
water activities;kayaking, moderate effort;38
water activities;swimming, sidestroke, general;261
water activities;swimming, sidestroke, general;261
water activities;swimming, sidestroke, general;261
;;-1
;;-1
water activities;swimming, sidestroke, general;261
water activities;swimming, sidestroke, general;261
walking;marching, military, no pack;40
walking;marching, military, no pack;40
;;-1
;;-1
water activities;tubing, floating on a river, general;41
water activities;tubing, floating on a river, general;41
;;-1
;;-1
water activities;whitewater rafting, kayaking, or canoeing;688
water activities;whitewater rafting, kayaking, or canoeing;688
bicycling;bicycling, racing and road;780
bicycling;bicycling, mountain;840
bicycling;bicycling, mountain;840
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
;;-1
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;842
bicycling;bicycling, racing and road;780
bicycling;bicycling, racing and road;842
water activities;water aerobics, water calisthenics;455
water activities;water aerobics, water calisthenics;455
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
sports;football or baseball, playing catch;45
sports;football or baseball, playing catch;45
sports;soccer;931
;;-1
;;-1
;;-1
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
winter activities;dog sledding;47
walking;backpacking;940
walking;backpacking;940
;;-1
;;-1
sports;orienteering;52
sports;orienteering;52
;;-1
sports;orienteering;52
sports;orienteering;52
sports;orienteering;52
sports;orienteering;52
sports;orienteering;52
sports;orienteering;52
;;-1
;;-1
sports;orienteering;52
sports;orienteering;52
miscellaneous;standing, miscellaneous;53
;;-1
;;-1
;;-1
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
;;-1
;;-1
;;-1
;;-1
miscellaneous;standing, miscellaneous;53
miscellaneous;standing, miscellaneous;53
miscellaneous;standing, miscellaneous;53
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
conditioning exercise;video exercise workouts, TV conditioning programs;849
occupation;tailoring;54
occupation;tailoring;54
;;-1
;;-1
;;-1
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
occupation;tailoring;54
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
sports;racquetball;55
;;-1
;;-1
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
home activities;playing with animals;57
winter activities;operating snow blower, walking;495
winter activities;operating snow blower, walking;495
;;-1
;;-1
;;-1
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
lawn and garden;digging, spading, filling garden, composting;652
conditioning exercise;stretching, mild;711
conditioning exercise;stretching, mild;711
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
conditioning exercise;stretching, mild;711
conditioning exercise;stretching, mild;711
conditioning exercise;stretching, mild;711
miscellaneous;sitting, writing, desk work, typing;59
miscellaneous;sitting, writing, desk work, typing;59
;;-1
running;running;61
;;-1
running;running;61
running;running;61
running;running;61
running;running;61
running;jogging;913
;;-1
running;running;61
running;running;61
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
occupation;skindiving or SCUBA diving as a frogman, Navy Seal;62
;;-1
;;-1
self care;eating, sitting;743
religious activities;serving food in church;63
religious activities;serving food in church;63
sports;horseback riding;923
sports;horseback riding;923
sports;track and field;64
sports;track and field;64
sports;track and field;64
sports;track and field;64
sports;track and field;64
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;horseback riding;923
sports;track and field;64
sports;track and field;64
;;-1
;;-1
sports;juggling;65
sports;juggling;65
;;-1
;;-1
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;juggling;65
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
;;-1
;;-1
;;-1
;;-1
;;-1
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
;;-1
;;-1
;;-1
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
sports;racquetball;67
home activities;elder care;68
home activities;elder care;68
;;-1
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
home activities;elder care;68
;;-1
;;-1
lawn and garden;planting, potting, transplanting seedlings or plants, light effort;260
lawn and garden;planting, potting, transplanting seedlings or plants, light effort;260
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;planting seedlings, shrub, stooping, moderate effort;449
lawn and garden;planting seedlings, shrub, stooping, moderate effort;449
lawn and garden;planting seedlings, shrub, stooping, moderate effort;449
lawn and garden;planting seedlings, shrub, stooping, moderate effort;449
;;-1
;;-1
lawn and garden;irrigation channels, opening and closing ports;69
lawn and garden;irrigation channels, opening and closing ports;69
;;-1
;;-1
;;-1
;;-1
;;-1
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
fishing and hunting;fishing, ice, sitting;70
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
;;-1
;;-1
;;-1
;;-1
;;-1
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
;;-1
;;-1
;;-1
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home activities;tanning hides, general;71
home repair;painting, outside home (Taylor Code 650);466
volunteer activities;sitting, doing work;72
miscellaneous;drawing, writing, painting, standing;689
inactivity quiet/light;sitting quietly;877
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
self care;eating, sitting;743
;;-1
;;-1
winter activities;skiing, downhill;960
winter activities;skiing, climbing up;978
;;-1
;;-1
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
;;-1
;;-1
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
music playing;playing musical instruments, general;74
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
conditioning exercise;bicycling, stationary;75
;;-1
lawn and garden;mowing lawn, walk, hand mower (Taylor Code 570);296
lawn and garden;yard work, general;76
lawn and garden;mowing lawn, walk, hand mower (Taylor Code 570);296
lawn and garden;yard work, general;76
walking;walking, general;77
;;-1
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
home repair;washing and waxing hull of sailboat or airplane;78
;;-1
;;-1
;;-1
;;-1
;;-1
transportation;pushing car;972
transportation;pushing car;972
transportation;pushing car;972
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
occupation;moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van;79
;;-1
bicycling;bicycling, general;80
bicycling;bicycling, general;80
;;-1
;;-1
;;-1
bicycling;bicycling, general;80
bicycling;bicycling, general;80
bicycling;bicycling, general;80
;;-1
;;-1
;;-1
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
water activities;paddle boat;81
conditioning exercise;calisthenics;83
conditioning exercise;calisthenics;83
;;-1
;;-1
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
music playing;piano, sitting;89
;;-1
;;-1
music playing;piano, sitting;89
;;-1
;;-1
;;-1
;;-1
religious activities;kneeling in church or at home, praying;90
religious activities;kneeling in church or at home, praying;90
;;-1
;;-1
;;-1
;;-1
occupation;police, making an arrest, standing;374
occupation;police, making an arrest, standing;374
occupation;police, making an arrest, standing;374
occupation;police, making an arrest, standing;374
occupation;police, making an arrest, standing;374
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
sports;curling;1
inactivity quiet/light;sitting quietly;2
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
;;-1
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
occupation;truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo;3
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
walking;walking, general;944
water activities;swimming, synchronized;4
miscellaneous;sitting, talking in person, on the phone, computer, or text messaging, light effort;622
inactivity quiet/light;sitting quietly;877
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
water activities;swimming, synchronized;4
miscellaneous;standing, miscellaneous;53
home activities;scrubbing floors;868
home activities;mopping, standing, light effort;341
home activities;mopping, standing, light effort;341
home activities;mopping, standing, light effort;341
home activities;mopping, standing, light effort;341
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
occupation;chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart;148
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
;;-1
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
lawn and garden;gardening, general, moderate effort;326
lawn and garden;implied walkingstanding - picking up yard, light, picking flowers or vegetables;11
;;-1
;;-1
;;-1
lawn and garden;gardening, general, moderate effort;326
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
miscellaneous;standing, talking in person;982
sports;lawn bowling, bocce ball, outdoor;12
religious activities;serving food in church;13
religious activities;serving food in church;13
religious activities;serving food in church;13
religious activities;serving food in church;13
religious activities;serving food in church;13
religious activities;serving food in church;13
;;-1
;;-1
home activities;cooking or food preparation;865
home activities;cooking or food preparation;865
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, cross-country;14
winter activities;skiing, cross-country;14
winter activities;skiing, cross-country;14
winter activities;skiing, cross-country;14
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
winter activities;skiing, downhill;960
