image, pt00_x, pt00_y, pt00_v, pt01_x, pt01_y, pt01_v, pt02_x, pt02_y, pt02_v, pt03_x, pt03_y, pt03_v, pt04_x, pt04_y, pt04_v, pt05_x, pt05_y, pt05_v, pt06_x, pt06_y, pt06_v, pt07_x, pt07_y, pt07_v, pt08_x, pt08_y, pt08_v, pt09_x, pt09_y, pt09_v, pt10_x, pt10_y, pt10_v, pt11_x, pt11_y, pt11_v, pt12_x, pt12_y, pt12_v, pt13_x, pt13_y, pt13_v
im0020.jpg, 33.177690, 137.002960, 0.000000, 52.087127, 128.233366, 0.000000, 69.352266, 99.732186, 0.000000, 84.425005, 101.650534, 0.000000, 106.623040, 120.285922, 0.000000, 108.541388, 155.364297, 0.000000, 45.783982, 39.989327, 0.000000, 43.317533, 57.528515, 0.000000, 66.885817, 57.528515, 0.000000, 104.978741, 59.994963, 0.000000, 116.214783, 81.096799, 0.000000, 110.185687, 87.125894, 0.000000, 87.165503, 49.855120, 0.000000, 90.454101, 33.138082, 0.000000
im0021.jpg, 75.443064, 131.421816, 0.000000, 58.509535, 134.186474, 0.000000, 63.347686, 104.120820, 0.000000, 79.590051, 100.319416, 0.000000, 71.296077, 124.855754, 0.000000, 66.803508, 157.686066, 0.000000, 35.009943, 77.856571, 0.000000, 45.031828, 84.422633, 0.000000, 58.855117, 63.687700, 0.000000, 86.501695, 54.702562, 0.000000, 101.361731, 67.143522, 0.000000, 122.442247, 77.856571, 0.000000, 70.950495, 54.356980, 0.000000, 67.494673, 35.004375, 0.000000
im0022.jpg, 53.638193, 123.369669, 0.000000, 41.917564, 85.831977, 0.000000, 16.575662, 79.971663, 0.000000, 36.690796, 75.061669, 1.000000, 36.849183, 95.810351, 0.000000, 34.314993, 127.646115, 0.000000, 36.532409, 74.903282, 0.000000, 15.308567, 69.834902, 0.000000, 18.001144, 41.483649, 0.000000, 47.777878, 41.958810, 0.000000, 43.818206, 65.875230, 0.000000, 25.920488, 75.061669, 0.000000, 32.889511, 34.514626, 0.000000, 33.364672, 12.815623, 0.000000
im0023.jpg, 128.015952, 68.281872, 0.000000, 89.542013, 67.108886, 0.000000, 96.345332, 30.980919, 0.000000, 99.629692, 24.881392, 1.000000, 101.037276, 61.243956, 0.000000, 124.496995, 34.030682, 0.000000, 54.821629, 38.722626, 0.000000, 70.774238, 18.781865, 0.000000, 50.833477, 25.819781, 0.000000, 51.771866, 36.845848, 1.000000, 52.006463, 61.243956, 0.000000, 46.376130, 87.988036, 0.000000, 46.845325, 36.611251, 0.000000, 27.608355, 42.710778, 0.000000
im0024.jpg, 47.272853, 138.211209, 0.000000, 43.147053, 105.447505, 0.000000, 34.410065, 81.906178, 0.000000, 15.237231, 82.634260, 0.000000, 29.798877, 114.669881, 0.000000, 16.208008, 120.251845, 0.000000, 48.729017, 65.645673, 0.000000, 26.158466, 59.335626, 0.000000, 26.886548, 38.221240, 0.000000, 14.023761, 36.765075, 1.000000, 15.722620, 59.578320, 1.000000, 34.167371, 63.946814, 1.000000, 26.158466, 30.212334, 0.000000, 31.740430, 13.466441, 0.000000
im0025.jpg, 52.810746, 171.563270, 0.000000, 44.252844, 137.331660, 0.000000, 43.880761, 91.937569, 0.000000, 56.903656, 87.100494, 0.000000, 61.368649, 122.076269, 0.000000, 80.716950, 159.284540, 0.000000, 29.741618, 50.264305, 0.000000, 23.044129, 46.543478, 0.000000, 40.904099, 39.845989, 0.000000, 63.973228, 47.287643, 0.000000, 59.880318, 70.728854, 0.000000, 37.183272, 64.031366, 0.000000, 53.182829, 38.357658, 0.000000, 56.531573, 23.102267, 0.000000
im0026.jpg, 108.390527, 145.385215, 0.000000, 84.328455, 103.538134, 0.000000, 58.174029, 91.193245, 0.000000, 80.143747, 90.984010, 0.000000, 96.673344, 124.880145, 1.000000, 66.543446, 162.333283, 0.000000, 35.367370, 87.845479, 0.000000, 38.296666, 73.408236, 0.000000, 55.872440, 52.275460, 0.000000, 87.676222, 48.927693, 0.000000, 108.390527, 73.199000, 0.000000, 124.083182, 78.848356, 0.000000, 77.005216, 46.416868, 0.000000, 78.888335, 25.074857, 0.000000
im0027.jpg, 27.820848, 165.625613, 0.000000, 47.222968, 127.745284, 0.000000, 46.761013, 93.098641, 0.000000, 47.684923, 93.098641, 0.000000, 58.771849, 129.131150, 0.000000, 53.228386, 172.092987, 0.000000, 97.576088, 66.305238, 0.000000, 84.179387, 73.234566, 0.000000, 71.244640, 53.370491, 0.000000, 55.538162, 57.066133, 1.000000, 68.010953, 79.701940, 1.000000, 91.108715, 67.229148, 0.000000, 66.163132, 45.517252, 0.000000, 64.777267, 27.962953, 0.000000
im0028.jpg, 36.435097, 157.003301, 0.000000, 17.786443, 135.932744, 0.000000, 15.848920, 106.869906, 0.000000, 26.989674, 103.963622, 0.000000, 33.771003, 128.667034, 0.000000, 47.091471, 162.089297, 0.000000, 28.685007, 13.384444, 0.000000, 18.270823, 35.423763, 0.000000, 23.841200, 54.314607, 0.000000, 13.427017, 68.361646, 0.000000, 31.106910, 82.650874, 0.000000, 38.857000, 68.361646, 0.000000, 34.013194, 56.009940, 0.000000, 42.489855, 42.447282, 0.000000
im0029.jpg, 22.482194, 154.035160, 0.000000, 43.993931, 126.911666, 0.000000, 40.252760, 90.435242, 0.000000, 55.217446, 94.176414, 0.000000, 56.152739, 126.911666, 0.000000, 54.282153, 161.517503, 0.000000, 78.599768, 48.347062, 0.000000, 58.958618, 59.570577, 0.000000, 49.605689, 45.541183, 0.000000, 49.605689, 53.023526, 1.000000, 43.993931, 76.405849, 1.000000, 53.346860, 97.917586, 1.000000, 53.346860, 40.864719, 0.000000, 54.282153, 22.158861, 0.000000
im0030.jpg, 53.932623, 149.080041, 0.000000, 39.335761, 122.540292, 0.000000, 39.335761, 90.250265, 0.000000, 54.374952, 92.904240, 0.000000, 47.297686, 122.540292, 0.000000, 45.086040, 158.811283, 0.000000, 25.623557, 70.345453, 0.000000, 20.315608, 72.999428, 0.000000, 27.392874, 49.998312, 0.000000, 61.452218, 51.325300, 0.000000, 71.625789, 68.133807, 0.000000, 65.875510, 84.057657, 0.000000, 46.413027, 41.594059, 0.000000, 47.740015, 20.804589, 0.000000
im0031.jpg, 15.318947, 130.179217, 0.000000, 28.453112, 116.806250, 0.000000, 27.497900, 82.657422, 0.000000, 44.214109, 78.836574, 0.000000, 50.661790, 106.776524, 0.000000, 48.990169, 141.641761, 0.000000, 33.706778, 50.657821, 0.000000, 31.079945, 62.597971, 0.000000, 19.139795, 44.210140, 0.000000, 30.841142, 31.075976, 0.000000, 37.766429, 44.687746, 0.000000, 54.005032, 32.747597, 0.000000, 26.303885, 33.941612, 0.000000, 16.035356, 15.314978, 0.000000
im0032.jpg, 46.065215, 144.517907, 0.000000, 39.863554, 111.352500, 0.000000, 60.356000, 81.692380, 0.000000, 50.918689, 82.501293, 0.000000, 49.300865, 114.588149, 0.000000, 54.693614, 151.528480, 0.000000, 46.604490, 73.872894, 1.000000, 55.232889, 57.694647, 1.000000, 57.389988, 36.123651, 1.000000, 39.054641, 44.212774, 0.000000, 32.852980, 67.940870, 0.000000, 17.214008, 73.333619, 0.000000, 40.942104, 33.157639, 0.000000, 33.122617, 17.249029, 0.000000
im0033.jpg, 59.008306, 149.536016, 0.000000, 63.214618, 116.306156, 0.000000, 49.754421, 92.750811, 0.000000, 35.452962, 94.012705, 0.000000, 39.238642, 129.766352, 0.000000, 34.191069, 164.678738, 0.000000, 75.833552, 89.806393, 0.000000, 62.793987, 66.671680, 0.000000, 56.063888, 49.846434, 0.000000, 36.714856, 49.005172, 0.000000, 18.627716, 67.933574, 0.000000, 18.207085, 91.488918, 0.000000, 49.754421, 41.013180, 0.000000, 52.278208, 22.926041, 0.000000
im0034.jpg, 29.279227, 155.704759, 0.000000, 28.361451, 121.747021, 0.000000, 30.197004, 86.871507, 0.000000, 47.634761, 87.789284, 0.000000, 49.011426, 120.370356, 0.000000, 49.011426, 154.786982, 0.000000, 17.807019, 91.460391, 0.000000, 17.348130, 67.598197, 0.000000, 21.019237, 46.030445, 0.000000, 55.894751, 47.407110, 0.000000, 60.942523, 72.645969, 0.000000, 60.483635, 91.919279, 0.000000, 38.456994, 38.688231, 0.000000, 38.915883, 17.579367, 0.000000
im0035.jpg, 37.892187, 139.142693, 0.000000, 13.797516, 117.342752, 0.000000, 21.064163, 83.304248, 0.000000, 32.537816, 83.304248, 0.000000, 24.506259, 122.697123, 0.000000, 23.358893, 154.440896, 0.000000, 26.418534, 88.276164, 1.000000, 27.183444, 62.651673, 1.000000, 26.036079, 42.381553, 1.000000, 41.716738, 43.146463, 0.000000, 48.600930, 67.623589, 0.000000, 48.218475, 90.570895, 0.000000, 26.800989, 34.732451, 0.000000, 28.330810, 13.697420, 0.000000
im0036.jpg, 32.283498, 112.916994, 0.000000, 56.565367, 107.166025, 0.000000, 73.498776, 77.772183, 0.000000, 86.917704, 80.647668, 0.000000, 111.678821, 86.079138, 0.000000, 112.797065, 122.182444, 0.000000, 96.023405, 58.762035, 0.000000, 80.847237, 59.560781, 0.000000, 81.805732, 35.917908, 0.000000, 104.649859, 35.758159, 0.000000, 107.365594, 43.905365, 0.000000, 112.637316, 55.886551, 0.000000, 92.029677, 33.202173, 0.000000, 92.508924, 11.476289, 0.000000
im0037.jpg, 45.666922, 151.671160, 0.000000, 39.544668, 114.937632, 0.000000, 31.636756, 81.520326, 0.000000, 23.473749, 78.459199, 0.000000, 24.749219, 109.070472, 0.000000, 26.024689, 142.232684, 0.000000, 83.165732, 53.970180, 0.000000, 67.349907, 57.031308, 0.000000, 59.441995, 46.062268, 0.000000, 57.911432, 37.899262, 1.000000, 72.196692, 47.337738, 0.000000, 87.247235, 49.378489, 0.000000, 64.798968, 37.389074, 0.000000, 73.472162, 25.399659, 0.000000
im0038.jpg, 54.687238, 155.229791, 0.000000, 55.570602, 118.128470, 0.000000, 53.362190, 89.860798, 0.000000, 37.461625, 90.302480, 0.000000, 36.136578, 119.895200, 0.000000, 36.136578, 159.646614, 0.000000, 71.029486, 88.977433, 0.000000, 67.054344, 66.451632, 0.000000, 61.312473, 45.692560, 0.000000, 30.836389, 45.692560, 0.000000, 20.236012, 68.218361, 0.000000, 23.327789, 71.310138, 0.000000, 44.970225, 35.975548, 0.000000, 45.411908, 20.516664, 0.000000
im0039.jpg, 44.033066, 155.858318, 0.000000, 38.426366, 113.808069, 0.000000, 35.934499, 83.594186, 0.000000, 23.786649, 81.725286, 0.000000, 15.065116, 116.299935, 0.000000, 17.245500, 155.235351, 0.000000, 37.180433, 73.626720, 1.000000, 48.082349, 64.905186, 0.000000, 43.410099, 41.543937, 0.000000, 14.753633, 42.166903, 0.000000, 13.819183, 63.659253, 0.000000, 20.360333, 73.003753, 1.000000, 31.573733, 32.822404, 0.000000, 30.327799, 13.821921, 0.000000
im0040.jpg, 15.511889, 138.515812, 0.000000, 17.662533, 110.079527, 0.000000, 21.724859, 82.121162, 0.000000, 33.433918, 83.554924, 0.000000, 39.646888, 111.274329, 0.000000, 42.275452, 140.905416, 0.000000, 25.548225, 77.102994, 1.000000, 15.272929, 64.199133, 0.000000, 14.317087, 40.542056, 0.000000, 43.948175, 41.258937, 0.000000, 45.620897, 63.004332, 0.000000, 33.672878, 75.430271, 1.000000, 28.415750, 33.373244, 0.000000, 28.893671, 12.583691, 0.000000
im0041.jpg, 35.058514, 137.939078, 0.000000, 25.655865, 97.901995, 0.000000, 51.740632, 94.262260, 0.000000, 66.906193, 96.688750, 0.000000, 60.233346, 138.849012, 0.000000, 65.086326, 174.033115, 0.000000, 56.896923, 85.466234, 1.000000, 51.740632, 67.570872, 1.000000, 53.257188, 47.855641, 0.000000, 75.702219, 56.954978, 0.000000, 89.957847, 83.039745, 0.000000, 89.351225, 107.607955, 0.000000, 63.266459, 48.158952, 0.000000, 64.479703, 25.713921, 0.000000
im0042.jpg, 4.351250, 158.195479, 0.000000, 27.622747, 124.100030, 0.000000, 51.976640, 94.875359, 0.000000, 52.247239, 97.851946, 0.000000, 55.223825, 142.230150, 0.000000, 96.084245, 163.336857, 0.000000, 44.129274, 43.461586, 0.000000, 59.012209, 49.414760, 0.000000, 86.613287, 57.532724, 0.000000, 54.682628, 60.238712, 0.000000, 40.611490, 48.602963, 0.000000, 33.846520, 37.779011, 0.000000, 68.483167, 52.120748, 0.000000, 79.036520, 36.696616, 0.000000
im0043.jpg, 58.613632, 167.627381, 0.000000, 70.189857, 127.937469, 0.000000, 62.157375, 90.846301, 0.000000, 46.564909, 91.318800, 0.000000, 50.817400, 128.882467, 0.000000, 52.234896, 168.099880, 0.000000, 73.969848, 76.671332, 0.000000, 78.931087, 58.243873, 0.000000, 64.283620, 40.288912, 0.000000, 33.807437, 46.195149, 0.000000, 22.467462, 63.677611, 0.000000, 36.642431, 79.742575, 0.000000, 52.707395, 33.910177, 0.000000, 57.432385, 22.570202, 0.000000
im0044.jpg, 87.070500, 98.510734, 0.000000, 59.413755, 74.107725, 1.000000, 100.085438, 85.495796, 1.000000, 93.035680, 85.495796, 0.000000, 58.329177, 72.480857, 0.000000, 76.224717, 101.764469, 0.000000, 59.413755, 63.261943, 0.000000, 81.647609, 68.684834, 1.000000, 77.309296, 46.993270, 1.000000, 67.548092, 53.500739, 0.000000, 40.433637, 49.704715, 0.000000, 28.503277, 35.062909, 0.000000, 65.378935, 45.908691, 0.000000, 65.378935, 28.555440, 0.000000
im0045.jpg, 55.232384, 156.362962, 0.000000, 55.509401, 117.303501, 0.000000, 42.212563, 85.169476, 0.000000, 29.469761, 86.000528, 0.000000, 29.746778, 113.425256, 0.000000, 16.726958, 154.700857, 0.000000, 46.921860, 84.338424, 0.000000, 49.969052, 64.116150, 0.000000, 58.833611, 48.049137, 0.000000, 36.672214, 47.218085, 0.000000, 29.469761, 68.548429, 0.000000, 33.625022, 94.588069, 1.000000, 54.401331, 38.630544, 0.000000, 53.847297, 16.746165, 0.000000
im0046.jpg, 39.752033, 158.822692, 0.000000, 41.155164, 118.131889, 0.000000, 39.284323, 84.456741, 0.000000, 52.380213, 83.521320, 0.000000, 47.235399, 119.535020, 0.000000, 41.622874, 156.951850, 0.000000, 30.397825, 71.828561, 0.000000, 18.237355, 49.378463, 0.000000, 40.687454, 40.959676, 0.000000, 64.072973, 42.362807, 1.000000, 51.912503, 52.652435, 1.000000, 54.251055, 73.699402, 1.000000, 57.525027, 35.347151, 0.000000, 60.799000, 18.041867, 0.000000
im0047.jpg, 36.046900, 148.613350, 0.000000, 40.962175, 115.025641, 0.000000, 38.777608, 91.541551, 0.000000, 56.800282, 92.633834, 0.000000, 55.161857, 120.760128, 0.000000, 55.707998, 140.694297, 0.000000, 22.666431, 83.622498, 0.000000, 27.308634, 66.419037, 0.000000, 32.223909, 46.211797, 0.000000, 65.811618, 49.761718, 0.000000, 71.273034, 68.057462, 0.000000, 79.465159, 90.995410, 0.000000, 49.700441, 41.842664, 0.000000, 49.700441, 22.727708, 0.000000
im0048.jpg, 38.095500, 157.660727, 0.000000, 32.885627, 127.964452, 0.000000, 34.969576, 87.848430, 0.000000, 52.683144, 86.285468, 0.000000, 52.683144, 132.132350, 0.000000, 51.120182, 168.601461, 0.000000, 19.339957, 89.411392, 0.000000, 22.465881, 68.050913, 0.000000, 25.070818, 40.959573, 0.000000, 61.018941, 38.875624, 0.000000, 67.791776, 61.799065, 0.000000, 64.665852, 78.470659, 0.000000, 42.784386, 35.749700, 0.000000, 38.095500, 19.078107, 0.000000
im0049.jpg, 38.659027, 159.186977, 0.000000, 47.713899, 122.967490, 0.000000, 56.165113, 89.766292, 0.000000, 41.375489, 90.369951, 0.000000, 41.677318, 123.571148, 0.000000, 61.598036, 157.074174, 0.000000, 71.256566, 93.388241, 0.000000, 69.143763, 65.619967, 0.000000, 64.616327, 46.302907, 0.000000, 34.131591, 47.208394, 0.000000, 27.491352, 69.543745, 0.000000, 20.247454, 84.031540, 0.000000, 48.317557, 36.644377, 0.000000, 48.619386, 20.345608, 0.000000
im0050.jpg, 111.432852, 101.002068, 0.000000, 69.070320, 90.724767, 0.000000, 28.963781, 97.492746, 0.000000, 33.726432, 87.215445, 0.000000, 49.518382, 50.618228, 0.000000, 60.297015, 84.959452, 0.000000, 77.091628, 85.711450, 0.000000, 52.025041, 81.450130, 0.000000, 30.718442, 57.636872, 0.000000, 32.974435, 50.367562, 0.000000, 48.766384, 66.911509, 0.000000, 66.814327, 73.679488, 0.000000, 34.227764, 47.108905, 0.000000, 40.494411, 28.810297, 0.000000
im0051.jpg, 33.648566, 170.649611, 0.000000, 54.248991, 140.971032, 0.000000, 62.628825, 99.421022, 0.000000, 80.086813, 98.024383, 0.000000, 100.338078, 127.702962, 0.000000, 117.446906, 164.015576, 0.000000, 58.438908, 72.884881, 0.000000, 45.869157, 91.739508, 0.000000, 50.408234, 61.362610, 0.000000, 70.310340, 46.697900, 0.000000, 97.893960, 50.189498, 0.000000, 113.955308, 68.345805, 0.000000, 59.137228, 51.935296, 0.000000, 49.011595, 33.429830, 0.000000
